"dt","region_code","operation_type","org_count","assortment","count_brand","cnt"
2022-06-29,"44",Маркировка остатков,1,1,1,1
2022-11-18,"50",Маркировка остатков,3,4,2,4
2022-06-09,"24",Маркировка остатков,2,3,2,3
2022-03-15,"77",Импорт. Не ЕАЭС,15,202,31,213611
2022-03-01,"50",Перемаркировка,1,63,1,271
2022-11-07,"39",Импорт. Не ЕАЭС,1,30,1,2668
2021-11-25,"19",Возврат,1,5,3,5
2022-10-06,"64",РФ,1,1,1,12
2022-04-03,"33",РФ,1,1,1,200
2022-02-15,"51",Перемаркировка,1,14,9,20
2022-04-20,"77",Импорт. ЕАЭС,1,65,1,2944
2021-11-28,"50",Маркировка остатков,7,15,5,162
2022-01-07,"37",Возврат,2,2,2,2
2022-01-31,"64",Возврат,1,1,1,2
2022-09-16,"50",РФ,7,187,15,201341
2022-09-22,"27",Возврат,1,1,1,1
2022-04-15,"26",Возврат,2,2,2,2
2022-09-30,"74",Возврат,1,1,1,1
2022-02-19,"35",Маркировка остатков,1,1,1,1
2022-05-10,"66",Возврат,2,38,29,41
2022-08-23,"51",Перемаркировка,1,4,3,4
2022-08-14,"67",Возврат,1,1,1,1
2022-02-21,"24",Возврат,2,2,2,2
2021-12-11,"77",Возврат,32,320,94,814
2022-04-08,"66",Перемаркировка,2,6,5,142
2022-03-01,"13",Возврат,1,1,1,1
2022-09-28,"77",Импорт. Не ЕАЭС,9,148,17,110977
2022-09-15,"77",Перемаркировка,15,126,55,637
2022-05-26,"02",Возврат,3,3,2,3
2022-08-22,"50",Возврат,8,106,9,241
2022-05-18,"51",Возврат,1,3,3,3
2022-01-10,"53",Перемаркировка,1,141,62,1016
2022-04-07,"11",Возврат,1,1,1,1
2022-07-04,"42",Возврат,2,2,2,2
2022-04-08,"16",Маркировка остатков,2,2,2,2
2022-09-06,"50",Перемаркировка,2,51,2,179
2022-03-14,"19",Маркировка остатков,1,1,1,2
2022-01-23,"53",Возврат,1,3,3,3
2022-02-18,"53",Возврат,1,2,2,2
2022-03-16,"53",Маркировка остатков,2,3,2,3
2021-12-17,"56",Маркировка остатков,1,1,1,2
2022-06-02,"59",Маркировка остатков,3,3,3,4
2022-01-31,"33",Маркировка остатков,1,1,1,1
2022-11-15,"43",Возврат,2,10,5,11
2022-09-25,"50",Возврат,3,7,6,7
2022-06-29,"02",Возврат,4,7,2,8
2022-04-18,"51",Возврат,1,1,1,1
2022-01-18,"24",Возврат,1,1,1,1
2022-01-10,"77",Возврат,26,435,76,3176
2022-04-10,"66",Возврат,3,10,10,10
2022-09-17,"67",Возврат,2,2,2,2
2022-07-07,"35",Возврат,1,1,1,1
2022-09-29,"78",Импорт. ЕАЭС,2,40,2,925
2022-05-31,"75",Возврат,1,1,1,1
2022-08-03,"77",Принято от физического лица,1,57,39,133
2022-11-07,"74",Возврат,1,1,1,1
2022-05-23,"26",Возврат,1,1,1,1
2022-11-14,"43",Импорт. ЕАЭС,1,17,1,667
2022-04-06,"47",Маркировка остатков,1,1,1,1
2022-06-28,"72",Перемаркировка,1,1,1,1
2022-09-15,"33",Маркировка остатков,1,1,1,1
2022-04-26,"27",Маркировка остатков,1,1,1,1
2022-07-19,"87",Маркировка остатков,1,1,1,1
2022-03-25,"08",Возврат,1,1,1,1
2022-05-28,"19",Перемаркировка,1,1,1,1
2021-12-09,"50",РФ,6,153,11,259778
2022-05-25,"77",РФ,4,27,4,32258
2022-08-04,"32",РФ,1,1,1,900
2022-06-03,"54",Перемаркировка,2,31,9,38
2022-01-09,"61",Маркировка остатков,2,2,2,6
2022-07-17,"18",Перемаркировка,1,5,4,29
2022-04-29,"71",Маркировка остатков,1,1,1,1
2022-10-06,"78",РФ,2,20,3,5762
2022-02-24,"38",Возврат,1,1,1,1
2022-06-02,"29",Возврат,1,1,1,1
2022-09-10,"77",Импорт. ЕАЭС,1,4,1,48
2022-09-07,"49",Маркировка остатков,1,1,1,1
2022-06-27,"69",Возврат,1,1,1,1
2022-02-20,"32",Маркировка остатков,1,2,1,2
2022-06-30,"58",Маркировка остатков,1,1,1,1
2022-01-28,"78",Возврат,7,168,78,195
2022-01-28,"65",Маркировка остатков,1,1,1,1
2022-02-12,"13",РФ,1,1,1,1
2021-12-04,"60",Маркировка остатков,1,1,1,2
2022-02-13,"16",Возврат,5,6,6,6
2022-06-25,"78",Перемаркировка,2,50,32,107
2022-09-07,"55",Возврат,4,6,5,6
2022-03-31,"54",Возврат,1,1,1,2
2022-04-23,"14",Возврат,1,1,1,1
2022-02-14,"27",Перемаркировка,1,1,1,4
2022-03-12,"56",Возврат,1,1,1,1
2021-11-28,"05",Возврат,1,1,1,1
2022-03-20,"61",Возврат,2,4,3,4
2022-09-26,"01",Импорт. ЕАЭС,1,31,2,1516
2022-08-05,"22",Возврат,3,5,5,5
2022-05-01,"23",Возврат,1,43,27,61
2022-11-17,"71",Возврат,1,1,1,1
2022-03-23,"63",Возврат,1,1,1,1
2022-08-26,"32",Маркировка остатков,1,1,1,1
2022-06-10,"23",Маркировка остатков,1,1,1,2
2022-10-06,"37",Маркировка остатков,1,1,1,1
2022-02-20,"29",Маркировка остатков,1,1,1,1
2022-06-30,"43",Маркировка остатков,1,1,1,1
2021-12-27,"72",Возврат,1,1,1,1
2022-01-08,"66",Маркировка остатков,2,2,1,2
2022-02-18,"63",Маркировка остатков,3,5,3,22
2022-04-26,"63",Возврат,3,3,3,3
2022-02-06,"03",Маркировка остатков,1,1,1,4
2022-06-21,"30",Возврат,1,1,1,1
2022-09-12,"22",Возврат,3,4,4,4
2022-07-18,"70",Возврат,1,2,2,2
2022-02-04,"16",Перемаркировка,15,53,23,370
2022-06-06,"35",Импорт. ЕАЭС,1,2,1,2
2022-04-05,"23",Возврат,2,33,18,41
2022-06-02,"22",Перемаркировка,1,1,1,1
2022-02-15,"16",Импорт. Не ЕАЭС,1,1,1,2
2021-12-24,"05",Возврат,1,1,1,1
2022-11-09,"33",Перемаркировка,2,5,2,762
2022-09-19,"91",Маркировка остатков,1,2,1,2
2022-08-08,"55",Возврат,1,3,3,3
2022-07-17,"23",Импорт. Не ЕАЭС,1,4,1,47
2022-03-03,"78",РФ,2,23,3,135
2022-05-04,"54",Возврат,1,1,1,2
2022-07-22,"23",Перемаркировка,1,1,1,1
2022-04-01,"91",Возврат,1,1,1,1
2022-03-15,"16",Возврат,2,8,6,8
2022-03-31,"77",Маркировка остатков,4,7,5,10
2022-02-27,"78",Возврат,6,39,32,46
2022-02-06,"18",Маркировка остатков,1,28,15,100
2021-12-27,"33",Перемаркировка,1,21,19,249
2022-07-10,"29",Возврат,1,1,1,1
2021-11-24,"58",Перемаркировка,1,32,15,760
2022-10-14,"28",Возврат,1,1,1,1
2022-07-14,"78",Импорт. ЕАЭС,1,52,1,1359
2022-01-27,"91",Маркировка остатков,3,23,20,43
2022-01-09,"59",Перемаркировка,1,13,1,19
2022-01-25,"30",РФ,1,25,1,500
2021-12-06,"31",Маркировка остатков,1,1,1,1
2022-08-18,"16",Перемаркировка,1,22,13,27
2021-12-18,"51",Маркировка остатков,1,1,1,1
2022-02-05,"68",Возврат,1,1,1,1
2022-11-05,"50",РФ,2,78,5,44327
2022-02-14,"61",РФ,1,19,1,2222
2022-10-25,"78",Возврат,6,38,28,39
2022-11-17,"38",Возврат,5,6,3,6
2022-08-08,"24",Маркировка остатков,3,3,2,3
2022-10-20,"21",Маркировка остатков,1,1,1,1
2022-06-10,"39",Возврат,1,1,1,1
2022-05-06,"50",Маркировка остатков,3,4,2,6
2022-09-21,"44",Маркировка остатков,1,1,1,1
2022-01-03,"16",Маркировка остатков,3,9,2,10
2022-01-25,"24",Импорт. Не ЕАЭС,1,1,1,2
2022-01-20,"24",Перемаркировка,1,1,1,2
2022-04-09,"34",Перемаркировка,1,1,1,1
2022-01-04,"62",Возврат,1,1,1,1
2022-01-28,"31",Возврат,1,1,1,1
2022-10-01,"21",Возврат,1,1,1,1
2022-05-07,"78",Перемаркировка,3,12,7,18
2021-12-23,"21",Маркировка остатков,1,1,1,1
2022-07-28,"24",Перемаркировка,1,2,2,8
2022-11-09,"61",Возврат,1,1,1,1
2022-03-06,"24",Маркировка остатков,2,5,2,5
2021-12-01,"27",Перемаркировка,1,1,1,6
2022-02-24,"71",Возврат,1,2,1,2
2021-12-14,"22",Возврат,1,2,2,2
2022-01-21,"44",Маркировка остатков,1,1,1,1
2022-02-15,"68",Маркировка остатков,1,1,1,1
2022-08-21,"05",Возврат,2,2,2,2
2022-05-25,"57",Возврат,1,2,1,2
2022-10-09,"16",Возврат,3,4,4,4
2022-01-12,"55",Возврат,4,12,8,14
2022-07-27,"77",Импорт. ЕАЭС,2,82,3,3344
2021-12-09,"55",Возврат,2,12,9,14
2022-11-12,"16",Возврат,1,1,1,1
2022-07-02,"57",Возврат,1,1,1,1
2022-09-28,"05",Возврат,2,2,1,2
2022-11-17,"67",Импорт. ЕАЭС,2,577,3,7859
2021-12-11,"16",Перемаркировка,1,8,8,10
2021-11-30,"16",Импорт. Не ЕАЭС,1,1,1,1
2022-02-25,"42",Маркировка остатков,2,2,2,3
2022-08-29,"39",Маркировка остатков,1,1,1,1
2022-09-16,"59",Перемаркировка,1,2,1,2
2022-01-28,"50",РФ,6,138,11,369590
2022-01-09,"22",Возврат,1,1,1,1
2022-10-28,"20",РФ,1,13,1,130
2022-04-13,"77",РФ,2,3,2,4
2022-10-14,"61",Возврат,2,35,16,81
2022-09-20,"32",Возврат,1,1,1,1
2022-08-24,"72",Возврат,1,1,1,1
2022-05-20,"73",Возврат,1,2,2,2
2022-05-17,"23",Импорт. Не ЕАЭС,1,4,1,67
2022-05-12,"23",Перемаркировка,3,5,5,7
2021-12-01,"62",Возврат,1,1,1,1
2022-02-27,"31",Возврат,1,2,1,2
2022-07-09,"33",Маркировка остатков,1,1,1,1
2022-02-25,"59",Маркировка остатков,3,3,3,3
2022-02-13,"39",Маркировка остатков,2,2,2,3
2022-06-19,"53",Маркировка остатков,1,1,1,1
2022-02-10,"28",Возврат,3,4,4,4
2022-02-02,"32",Перемаркировка,1,1,1,1
2022-10-22,"38",Возврат,3,4,2,4
2022-10-24,"16",Перемаркировка,1,10,9,13
2022-03-07,"68",Возврат,1,1,1,1
2022-01-15,"49",Возврат,1,1,1,1
2022-01-08,"77",Перемаркировка,9,64,16,99
2022-01-05,"77",Импорт. Не ЕАЭС,9,220,20,164568
2022-04-07,"58",Возврат,2,2,2,2
2022-05-11,"77",Импорт. ЕАЭС,2,83,1,7818
2022-05-18,"18",Возврат,1,2,1,2
2021-12-29,"50",Импорт. Не ЕАЭС,1,29,1,48286
2021-12-18,"50",Перемаркировка,1,2,1,2
2022-09-13,"53",Перемаркировка,1,6,5,6
2022-01-20,"43",Маркировка остатков,2,3,1,3
2022-08-21,"75",Перемаркировка,1,2,1,60
2022-09-22,"58",Маркировка остатков,1,1,1,3
2021-12-24,"26",Маркировка остатков,3,3,3,1106
2022-07-17,"49",Маркировка остатков,1,1,1,1
2022-03-05,"23",Маркировка остатков,4,4,4,5
2022-04-01,"65",Перемаркировка,1,1,1,1
2022-03-10,"86",Маркировка остатков,1,1,1,2
2022-07-29,"52",Перемаркировка,1,3,1,3
2021-11-30,"51",Перемаркировка,1,29,21,74
2022-02-16,"43",Возврат,5,6,4,6
2022-07-12,"52",Возврат,1,1,1,1
2022-10-16,"53",Возврат,1,1,1,1
2022-06-09,"66",Импорт. Не ЕАЭС,1,4,1,785
2022-01-02,"11",Маркировка остатков,1,1,1,2
2022-10-19,"51",Перемаркировка,1,9,6,12
2022-03-09,"03",Возврат,1,1,1,1
2022-06-22,"66",Перемаркировка,4,74,24,160
2022-08-13,"78",РФ,1,44,2,687
2021-11-25,"50",Возврат,6,217,8,932
2022-09-22,"43",Маркировка остатков,2,2,1,2
2022-11-16,"77",Импорт. Не ЕАЭС,10,125,14,58597
2022-03-05,"38",Маркировка остатков,4,7,6,7
2022-04-17,"37",Маркировка остатков,1,1,1,1
2022-08-06,"77",Возврат,20,118,44,189
2022-06-11,"25",Возврат,1,1,1,1
2022-08-09,"23",Маркировка остатков,1,1,1,1
2022-01-20,"58",Маркировка остатков,1,2,1,25
2022-05-26,"32",Маркировка остатков,1,1,1,1
2022-02-01,"66",РФ,1,1,1,50
2022-10-19,"26",Маркировка остатков,2,2,1,2
2022-11-18,"24",Возврат,2,2,2,2
2022-11-06,"50",Перемаркировка,1,1,1,10
2022-03-10,"53",Перемаркировка,1,14,5,37
2022-10-16,"83",Маркировка остатков,1,1,1,1
2022-02-04,"74",РФ,1,1,1,50
2022-02-08,"74",Возврат,1,1,1,1
2022-11-11,"50",Импорт. Не ЕАЭС,2,73,2,131913
2021-12-30,"27",Возврат,4,4,4,4
2021-11-22,"27",Возврат,1,1,1,1
2022-04-29,"36",Возврат,1,1,1,1
2022-07-15,"25",Возврат,5,7,7,8
2022-09-09,"77",Возврат,23,229,46,917
2022-05-24,"78",Маркировка остатков,1,1,1,1
2022-10-19,"24",Возврат,1,1,1,1
2022-06-12,"57",Перемаркировка,1,2,2,2
2021-12-26,"77",Маркировка остатков,5,42,16,116
2022-07-15,"18",Маркировка остатков,1,2,1,2
2021-12-25,"50",Возврат,4,6,6,12
2022-06-16,"52",Возврат,1,1,1,1
2022-11-08,"61",Перемаркировка,1,2,2,1000
2022-07-05,"91",Маркировка остатков,1,2,2,4
2022-07-08,"56",РФ,1,28,1,36
2022-02-15,"86",Возврат,1,1,1,1
2021-12-15,"61",Импорт. Не ЕАЭС,1,1,1,1
2022-03-07,"69",Маркировка остатков,1,1,1,3
2022-07-15,"03",Маркировка остатков,1,2,1,5
2022-05-24,"63",Маркировка остатков,1,2,1,2
2022-10-21,"77",Маркировка остатков,1,1,1,1
2021-12-31,"40",Маркировка остатков,1,2,2,3
2022-04-18,"18",Возврат,1,1,1,2
2022-05-15,"58",Возврат,2,2,1,2
2022-05-26,"67",Импорт. ЕАЭС,1,287,2,965
2022-05-31,"53",Перемаркировка,1,30,22,82
2022-09-25,"66",Возврат,3,48,33,48
2022-03-28,"77",Импорт. Не ЕАЭС,7,47,13,50041
2022-10-22,"47",Возврат,2,3,2,3
2022-02-24,"50",РФ,8,166,17,232820
2022-02-28,"87",Маркировка остатков,1,1,1,1
2022-01-02,"76",Возврат,1,1,1,1
2022-06-24,"02",Перемаркировка,2,2,2,2
2022-05-20,"77",РФ,2,6,2,8533
2022-08-10,"40",Импорт. Не ЕАЭС,1,2,1,6548
2022-01-26,"25",Возврат,1,1,1,1
2022-03-31,"77",Перемаркировка,9,167,76,885
2022-10-18,"41",Маркировка остатков,1,1,1,1
2022-04-07,"50",Перемаркировка,1,6,1,10
2022-01-16,"72",Маркировка остатков,1,1,1,1
2022-08-15,"39",Маркировка остатков,2,3,3,3
2021-12-30,"58",Возврат,6,13,3,13
2022-05-30,"56",РФ,1,25,1,36
2022-05-28,"25",Перемаркировка,1,8,1,103
2022-08-06,"44",Маркировка остатков,1,2,1,2
2022-06-24,"65",Маркировка остатков,1,1,1,1
2022-11-18,"54",Перемаркировка,1,3,1,5
2022-04-18,"50",Маркировка остатков,4,5,2,7
2021-12-08,"77",Маркировка остатков,8,33,18,75
2021-12-08,"36",Возврат,1,1,1,1
2022-05-15,"27",Возврат,1,1,1,1
2022-11-15,"75",Возврат,1,1,1,1
2022-01-04,"22",Перемаркировка,1,1,1,1
2022-04-26,"55",Возврат,2,4,3,4
2022-01-07,"27",Маркировка остатков,1,1,1,1
2022-05-06,"16",Перемаркировка,2,7,7,8
2022-09-27,"24",Маркировка остатков,1,1,1,1
2022-08-19,"26",Возврат,1,2,2,4
2022-05-31,"43",Возврат,1,1,1,1
2022-08-27,"11",Возврат,1,1,1,1
2022-10-20,"78",Импорт. Не ЕАЭС,1,46,2,9645
2022-06-13,"31",Возврат,1,1,1,1
2022-11-04,"34",Перемаркировка,1,2,1,4
2022-03-25,"31",Маркировка остатков,1,3,1,3
2022-08-08,"63",Возврат,1,1,1,1
2022-01-18,"23",Маркировка остатков,2,2,2,2
2021-12-10,"26",Маркировка остатков,3,7,2,8
2022-11-20,"30",Возврат,1,1,1,1
2022-02-16,"20",РФ,1,3,1,510
2022-11-07,"42",Возврат,1,2,1,2
2022-10-13,"50",РФ,6,160,14,193858
2022-01-05,"76",Маркировка остатков,2,3,3,3
2022-03-11,"43",Маркировка остатков,1,2,1,2
2022-05-02,"61",Маркировка остатков,1,1,1,1
2022-09-28,"38",Маркировка остатков,1,1,1,1
2022-10-23,"78",Перемаркировка,2,7,6,7
2022-02-26,"52",Возврат,1,1,1,1
2022-09-29,"55",Перемаркировка,3,8,3,8
2022-03-28,"15",РФ,1,6,3,106128
2022-07-25,"26",РФ,1,5,1,17
2022-04-25,"51",Перемаркировка,1,4,4,4
2021-11-29,"52",Импорт. ЕАЭС,1,8,1,644
2022-04-10,"50",Возврат,2,4,3,10
2022-09-07,"66",Перемаркировка,2,51,24,87
2022-10-11,"02",Возврат,3,4,1,4
2022-01-23,"86",Маркировка остатков,1,1,1,1
2022-03-28,"22",Возврат,3,4,3,5
2022-07-26,"71",Возврат,1,110,13,169
2022-09-04,"23",Возврат,4,60,36,73
2021-11-24,"23",Импорт. Не ЕАЭС,2,635,50,12629
2022-07-07,"03",Возврат,2,2,2,2
2022-01-09,"65",Перемаркировка,1,1,1,1
2022-06-17,"91",Маркировка остатков,1,6,5,6
2022-09-17,"51",Возврат,1,2,2,2
2022-11-10,"02",Возврат,2,3,2,3
2022-05-10,"50",Возврат,3,6,6,6
2022-10-06,"77",Принято от физического лица,1,71,42,371
2022-11-10,"16",РФ,2,3,2,502
2022-07-28,"23",Возврат,5,46,32,58
2022-08-14,"51",Возврат,2,4,3,4
2021-12-12,"78",Перемаркировка,2,9,8,14
2022-06-03,"03",Возврат,1,1,1,1
2022-02-21,"12",Возврат,1,2,2,2
2021-11-29,"78",Импорт. Не ЕАЭС,1,6,2,2514
2021-12-16,"34",Перемаркировка,1,1,1,3
2021-11-28,"33",Возврат,1,2,1,2
2022-09-23,"64",РФ,2,4,2,64
2022-03-04,"66",Перемаркировка,1,28,10,90
2022-09-04,"42",Маркировка остатков,1,1,1,1
2022-11-04,"77",Маркировка остатков,2,5,2,5
2022-07-13,"63",Маркировка остатков,1,2,1,2
2022-03-12,"44",Маркировка остатков,1,1,1,3
2022-10-13,"23",Импорт. Не ЕАЭС,2,70,26,1705
